±»»›¡ø/mAh/g,µÁ—π/V
12.9,0.2773
13.1,0.2776
13.2,0.2778
13.4,0.2781
13.5,0.2782
13.6,0.2786
13.8,0.2787
13.9,0.2790
14.0,0.2792
14.2,0.2795
14.3,0.2796
14.4,0.2798
14.6,0.2801
14.7,0.2803
14.9,0.2804
15.0,0.2807
15.1,0.2809
15.3,0.2812
15.4,0.2813
15.6,0.2817
15.7,0.2818
15.8,0.2821
16.0,0.2823
16.1,0.2826
16.3,0.2827
16.4,0.2830
16.5,0.2832
16.7,0.2835
16.8,0.2838
17.0,0.2840
17.1,0.2843
17.2,0.2846
17.4,0.2848
17.5,0.2852
17.6,0.2854
17.8,0.2857
17.9,0.2860
18.1,0.2863
18.2,0.2866
18.4,0.2869
18.5,0.2874
18.6,0.2877
18.8,0.2880
18.9,0.2885
19.1,0.2888
19.2,0.2891
19.3,0.2894
19.5,0.2899
19.6,0.2903
19.7,0.2906
19.9,0.2911
20.0,0.2916
20.1,0.2920
20.3,0.2923
20.4,0.2930
20.6,0.2933
20.7,0.2937
20.8,0.2942
21.0,0.2948
21.1,0.2951
21.3,0.2958
21.4,0.2962
21.5,0.2967
21.7,0.2972
21.8,0.2976
21.9,0.2981
22.1,0.2989
22.2,0.2993
22.4,0.2999
22.5,0.3004
22.6,0.3010
22.8,0.3016
22.9,0.3023
23.1,0.3029
23.2,0.3034
23.3,0.3040
23.5,0.3047
23.6,0.3055
23.8,0.3060
23.9,0.3068
24.1,0.3074
24.2,0.3080
24.3,0.3088
24.5,0.3096
24.6,0.3102
24.7,0.3109
24.9,0.3117
25.0,0.3125
25.1,0.3131
25.3,0.3141
25.4,0.3147
25.6,0.3156
25.7,0.3164
25.8,0.3172
26.0,0.3179
26.1,0.3187
26.3,0.3196
26.4,0.3204
26.5,0.3212
26.7,0.3221
26.8,0.3230
27.0,0.3238
27.1,0.3247
27.2,0.3255
27.4,0.3266
27.5,0.3274
27.7,0.3285
27.8,0.3292
27.9,0.3302
28.1,0.3313
28.2,0.3322
28.3,0.3330
28.5,0.3340
28.7,0.3354
28.8,0.3361
28.9,0.3370
29.0,0.3379
29.2,0.3390
29.3,0.3399
29.5,0.3412
29.6,0.3420
29.7,0.3430
29.9,0.3440
30.0,0.3451
30.2,0.3461
30.3,0.3471
30.4,0.3482
30.6,0.3492
30.7,0.3503
30.8,0.3514
31.0,0.3525
31.1,0.3534
31.2,0.3545
31.4,0.3557
31.5,0.3567
31.7,0.3578
31.8,0.3588
32.0,0.3598
32.1,0.3609
32.2,0.3618
32.4,0.3629
32.5,0.3638
32.7,0.3649
32.8,0.3655
32.9,0.3664
33.1,0.3674
33.2,0.3680
33.4,0.3688
33.5,0.3695
33.6,0.3702
33.8,0.3709
33.9,0.3716
34.0,0.3720
34.2,0.3726
34.3,0.3731
34.4,0.3736
34.6,0.3740
34.7,0.3745
34.9,0.3748
35.0,0.3751
35.2,0.3754
35.3,0.3757
35.4,0.3761
35.6,0.3764
35.7,0.3765
35.8,0.3768
36.0,0.3771
36.1,0.3773
36.2,0.3774
36.4,0.3778
36.5,0.3781
36.7,0.3782
36.8,0.3785
37.0,0.3787
37.1,0.3790
37.2,0.3792
37.4,0.3795
37.5,0.3798
37.6,0.3799
37.8,0.3802
37.9,0.3805
38.1,0.3809
38.2,0.3812
38.3,0.3815
38.5,0.3818
38.6,0.3823
38.8,0.3826
38.9,0.3830
39.0,0.3833
39.2,0.3838
39.3,0.3843
39.5,0.3847
39.6,0.3854
39.7,0.3858
39.9,0.3861
40.0,0.3867
40.1,0.3874
40.3,0.3880
40.4,0.3885
40.6,0.3891
40.7,0.3895
40.8,0.3902
41.0,0.3908
41.1,0.3914
41.3,0.3920
41.4,0.3928
41.5,0.3936
41.7,0.3942
41.8,0.3950
42.0,0.3957
42.1,0.3965
42.2,0.3971
42.4,0.3979
42.5,0.3987
42.6,0.3995
42.8,0.4004
42.9,0.4012
43.1,0.4021
43.2,0.4029
43.3,0.4036
43.5,0.4046
43.6,0.4055
43.7,0.4064
43.9,0.4075
44.0,0.4085
44.2,0.4092
44.3,0.4103
44.5,0.4112
44.6,0.4123
44.7,0.4133
44.9,0.4142
45.0,0.4153
45.2,0.4164
45.3,0.4173
45.4,0.4184
45.6,0.4196
45.7,0.4207
45.8,0.4218
46.0,0.4229
46.1,0.4241
46.3,0.4253
46.4,0.4264
46.5,0.4277
46.7,0.4289
46.8,0.4300
46.9,0.4312
47.1,0.4326
47.2,0.4340
47.4,0.4351
47.5,0.4362
47.7,0.4381
47.8,0.4390
47.9,0.4402
48.1,0.4416
48.2,0.4430
48.3,0.4444
48.5,0.4458
48.6,0.4472
48.8,0.4486
48.9,0.4500
49.0,0.4512
49.2,0.4528
49.3,0.4540
49.4,0.4556
49.6,0.4570
49.7,0.4585
49.9,0.4596
50.0,0.4610
50.1,0.4624
50.3,0.4636
50.4,0.4650
50.6,0.4666
50.7,0.4677
50.8,0.4691
51.0,0.4701
51.1,0.4714
51.3,0.4731
51.4,0.4740
51.5,0.4751
51.7,0.4763
51.8,0.4776
51.9,0.4785
52.1,0.4794
52.2,0.4807
52.4,0.4818
52.5,0.4825
52.7,0.4835
52.8,0.4844
52.9,0.4853
53.1,0.4861
53.2,0.4872
53.4,0.4881
53.5,0.4887
53.6,0.4895
53.8,0.4905
53.9,0.4911
54.0,0.4918
54.2,0.4926
54.3,0.4932
54.5,0.4940
54.6,0.4946
54.7,0.4953
54.9,0.4959
55.0,0.4967
55.1,0.4971
55.3,0.4977
55.4,0.4984
55.6,0.4990
55.7,0.4996
55.8,0.5001
56.0,0.5007
56.1,0.5013
56.3,0.5018
56.4,0.5024
56.5,0.5029
56.7,0.5035
56.8,0.5039
57.0,0.5046
57.1,0.5052
57.2,0.5056
57.4,0.5060
57.5,0.5066
57.7,0.5070
57.8,0.5075
57.9,0.5081
58.1,0.5086
58.2,0.5092
58.3,0.5095
58.5,0.5100
58.6,0.5106
58.8,0.5111
58.9,0.5115
59.0,0.5120
59.2,0.5125
59.3,0.5129
59.5,0.5134
59.6,0.5139
59.7,0.5143
59.9,0.5148
60.0,0.5153
60.2,0.5159
60.3,0.5162
60.4,0.5166
60.6,0.5171
60.7,0.5176
60.8,0.5180
61.0,0.5185
61.2,0.5191
61.3,0.5194
61.4,0.5199
61.5,0.5204
61.7,0.5208
61.8,0.5213
62.0,0.5218
62.1,0.5222
62.2,0.5227
62.4,0.5230
62.5,0.5236
62.6,0.5239
62.8,0.5244
62.9,0.5249
63.1,0.5253
63.2,0.5258
63.3,0.5263
63.5,0.5267
63.6,0.5272
63.8,0.5275
63.9,0.5280
64.0,0.5286
64.2,0.5287
64.3,0.5294
64.4,0.5297
64.6,0.5303
64.7,0.5308
64.9,0.5311
65.0,0.5315
65.2,0.5320
65.3,0.5326
65.4,0.5329
65.6,0.5335
65.7,0.5340
65.8,0.5343
66.0,0.5349
66.1,0.5354
66.3,0.5359
66.4,0.5363
66.5,0.5368
66.7,0.5374
66.8,0.5377
67.0,0.5383
67.1,0.5388
67.2,0.5393
67.4,0.5399
67.5,0.5402
67.6,0.5407
67.8,0.5413
67.9,0.5418
68.1,0.5422
68.2,0.5427
68.5,0.5438
68.6,0.5442
68.8,0.5449
68.9,0.5453
69.0,0.5458
69.2,0.5464
69.3,0.5470
69.4,0.5473
69.6,0.5480
69.7,0.5486
69.9,0.5490
70.0,0.5497
70.1,0.5501
70.3,0.5506
70.4,0.5512
70.6,0.5518
70.7,0.5521
70.8,0.5528
71.0,0.5532
71.1,0.5539
71.2,0.5543
71.4,0.5549
71.5,0.5556
71.7,0.5562
71.8,0.5568
72.0,0.5573
72.1,0.5579
72.2,0.5585
72.4,0.5591
72.5,0.5596
72.6,0.5602
72.8,0.5608
72.9,0.5614
73.1,0.5621
73.2,0.5627
73.3,0.5633
73.5,0.5639
73.6,0.5645
73.8,0.5652
73.9,0.5658
74.0,0.5666
74.2,0.5670
74.3,0.5678
74.4,0.5684
74.6,0.5690
74.7,0.5697
74.9,0.5704
75.0,0.5711
75.2,0.5718
75.3,0.5725
75.4,0.5731
75.6,0.5738
75.7,0.5746
75.9,0.5752
76.0,0.5760
76.1,0.5768
76.3,0.5776
76.4,0.5783
76.5,0.5791
76.7,0.5800
76.8,0.5808
76.9,0.5816
77.1,0.5825
77.2,0.5835
77.4,0.5842
77.5,0.5853
77.6,0.5861
77.8,0.5870
77.9,0.5880
78.1,0.5889
78.2,0.5898
78.3,0.5909
78.5,0.5918
78.6,0.5928
78.8,0.5938
78.9,0.5948
79.0,0.5960
79.2,0.5969
79.3,0.5979
79.5,0.5988
79.6,0.5999
79.7,0.6008
79.9,0.6021
80.0,0.6031
80.2,0.6042
80.3,0.6053
80.4,0.6062
80.6,0.6073
80.7,0.6086
80.8,0.6098
81.0,0.6109
81.1,0.6121
81.2,0.6131
81.4,0.6145
81.5,0.6155
81.7,0.6168
81.8,0.6180
82.0,0.6193
82.1,0.6203
82.2,0.6216
82.4,0.6227
82.5,0.6239
82.7,0.6253
82.8,0.6266
82.9,0.6279
83.1,0.6290
83.2,0.6306
83.3,0.6318
83.5,0.6331
83.6,0.6345
83.8,0.6360
83.9,0.6374
84.0,0.6385
84.2,0.6402
84.3,0.6414
84.5,0.6430
84.6,0.6445
84.7,0.6459
84.9,0.6475
85.0,0.6490
85.2,0.6507
85.3,0.6520
85.4,0.6537
85.6,0.6552
85.7,0.6569
85.9,0.6588
86.0,0.6603
86.1,0.6620
86.3,0.6638
86.4,0.6655
86.5,0.6675
86.7,0.6689
86.8,0.6709
86.9,0.6726
87.1,0.6744
87.2,0.6763
87.4,0.6782
87.5,0.6802
87.6,0.6822
87.8,0.6844
87.9,0.6862
88.1,0.6884
88.2,0.6904
88.3,0.6924
88.5,0.6946
88.6,0.6968
88.8,0.6988
88.9,0.7013
89.0,0.7031
89.2,0.7058
89.3,0.7079
89.4,0.7101
89.6,0.7124
89.7,0.7149
89.9,0.7172
90.0,0.7192
90.2,0.7220
90.3,0.7242
90.4,0.7272
90.6,0.7290
90.7,0.7315
90.8,0.7341
91.0,0.7372
91.1,0.7391
91.3,0.7416
91.4,0.7439
91.5,0.7467
91.7,0.7492
91.8,0.7520
91.9,0.7544
92.1,0.7575
92.2,0.7597
92.4,0.7625
92.5,0.7651
92.7,0.7682
92.8,0.7707
92.9,0.7735
93.1,0.7764
93.2,0.7792
93.3,0.7823
93.5,0.7851
93.6,0.7887
93.8,0.7913
93.9,0.7946
94.0,0.7980
94.2,0.8009
94.3,0.8045
94.5,0.8079
94.6,0.8110
94.7,0.8147
94.9,0.8181
95.0,0.8217
95.2,0.8251
95.3,0.8291
95.4,0.8321
95.6,0.8353
95.7,0.8391
95.8,0.8426
96.0,0.8464
96.1,0.8504
96.3,0.8538
96.4,0.8572
96.5,0.8611
96.7,0.8645
96.8,0.8687
97.0,0.8722
97.1,0.8755
97.2,0.8795
97.4,0.8829
97.5,0.8863
97.7,0.8904
97.8,0.8943
97.9,0.8974
98.1,0.9011
98.2,0.9046
98.3,0.9084
98.5,0.9122
98.6,0.9161
98.8,0.9201
98.9,0.9234
99.0,0.9276
99.2,0.9311
99.3,0.9349
99.4,0.9384
99.6,0.9425
99.7,0.9463
99.9,0.9499
100.0,0.9536
100.2,0.9577
100.3,0.9618
100.4,0.9651
100.6,0.9701
100.7,0.9728
100.8,0.9766
101.0,0.9803
101.1,0.9845
101.3,0.9880
101.4,0.9921
101.5,0.9961
101.7,0.9998
101.7,1.0000
0.0,0.9071
0.2,0.6439
0.3,0.5982
0.4,0.5847
0.6,0.5762
0.7,0.5700
0.8,0.5652
1.0,0.5605
1.1,0.5571
1.3,0.5540
1.4,0.5509
1.5,0.5484
1.7,0.5458
1.8,0.5436
1.9,0.5414
2.1,0.5391
2.3,0.5365
2.4,0.5351
2.5,0.5337
2.7,0.5318
2.8,0.5300
2.9,0.5286
3.1,0.5272
3.2,0.5258
3.3,0.5242
3.5,0.5227
3.6,0.5216
3.8,0.5201
3.9,0.5188
4.0,0.5177
4.2,0.5163
4.3,0.5151
4.5,0.5142
4.6,0.5129
4.7,0.5118
4.9,0.5108
5.0,0.5097
5.2,0.5086
5.3,0.5075
5.4,0.5067
5.6,0.5056
5.7,0.5049
5.9,0.5038
6.0,0.5030
6.1,0.5021
6.3,0.5008
6.4,0.5002
6.5,0.4993
6.7,0.4985
6.8,0.4976
7.0,0.4968
7.1,0.4960
7.2,0.4953
7.4,0.4943
7.5,0.4936
7.6,0.4929
7.8,0.4922
7.9,0.4914
8.1,0.4905
8.2,0.4900
8.3,0.4892
8.5,0.4884
8.6,0.4877
8.8,0.4870
8.9,0.4864
9.0,0.4856
9.2,0.4850
9.3,0.4843
9.5,0.4836
9.6,0.4830
9.7,0.4824
9.9,0.4818
10.0,0.4812
10.1,0.4805
10.3,0.4799
10.4,0.4791
10.6,0.4787
10.7,0.4779
10.8,0.4774
11.0,0.4767
11.1,0.4760
11.3,0.4754
11.4,0.4746
11.5,0.4742
11.7,0.4736
11.8,0.4729
12.0,0.4722
12.1,0.4715
12.3,0.4708
12.4,0.4703
12.5,0.4694
12.7,0.4688
12.8,0.4681
12.9,0.4674
13.1,0.4667
13.2,0.4660
13.3,0.4652
13.5,0.4644
13.6,0.4638
13.8,0.4632
13.9,0.4622
14.0,0.4616
14.2,0.4608
14.3,0.4601
14.4,0.4593
14.6,0.4587
14.7,0.4579
14.9,0.4571
15.0,0.4563
15.2,0.4554
15.3,0.4548
15.4,0.4539
15.6,0.4531
15.7,0.4523
15.8,0.4515
16.0,0.4508
16.1,0.4500
16.3,0.4492
16.4,0.4484
16.5,0.4477
16.7,0.4466
16.8,0.4460
17.0,0.4452
17.1,0.4444
17.2,0.4435
17.4,0.4427
17.5,0.4419
17.7,0.4412
17.8,0.4404
17.9,0.4396
18.1,0.4388
18.2,0.4379
18.3,0.4371
18.5,0.4364
18.6,0.4357
18.8,0.4350
18.9,0.4342
19.0,0.4334
19.2,0.4326
19.3,0.4319
19.5,0.4311
19.6,0.4303
19.7,0.4295
19.9,0.4288
20.0,0.4280
20.1,0.4274
20.3,0.4264
20.4,0.4258
20.6,0.4250
20.7,0.4243
20.9,0.4233
21.0,0.4227
21.1,0.4219
21.2,0.4213
21.4,0.4205
21.5,0.4196
21.7,0.4190
21.8,0.4184
22.0,0.4174
22.1,0.4168
22.2,0.4160
22.4,0.4153
22.5,0.4147
22.6,0.4139
22.8,0.4131
22.9,0.4125
23.1,0.4117
23.2,0.4109
23.3,0.4103
23.5,0.4097
23.6,0.4089
23.8,0.4083
23.9,0.4075
24.1,0.4066
24.2,0.4060
24.3,0.4054
24.4,0.4046
24.6,0.4038
24.7,0.4032
24.9,0.4024
25.0,0.4018
25.2,0.4010
25.3,0.4002
25.4,0.3996
25.6,0.3988
25.7,0.3982
25.8,0.3976
26.0,0.3968
26.1,0.3961
26.3,0.3954
26.4,0.3948
26.5,0.3940
26.7,0.3933
26.8,0.3925
27.0,0.3919
27.1,0.3911
27.2,0.3905
27.4,0.3898
27.5,0.3892
27.6,0.3886
27.8,0.3880
27.9,0.3872
28.1,0.3866
28.2,0.3858
28.3,0.3852
28.5,0.3844
28.6,0.3838
28.8,0.3832
28.9,0.3824
29.0,0.3816
29.2,0.3810
29.3,0.3802
29.5,0.3795
29.6,0.3788
29.7,0.3781
29.9,0.3774
30.0,0.3767
30.1,0.3759
30.3,0.3753
30.4,0.3745
30.6,0.3737
30.7,0.3730
30.8,0.3722
31.0,0.3714
31.1,0.3706
31.3,0.3699
31.4,0.3692
31.5,0.3685
31.7,0.3675
31.8,0.3669
32.0,0.3663
32.1,0.3657
32.2,0.3647
32.4,0.3641
32.5,0.3635
32.6,0.3627
32.8,0.3619
32.9,0.3613
33.1,0.3606
33.2,0.3599
33.4,0.3592
33.5,0.3585
33.6,0.3579
33.8,0.3573
33.9,0.3565
34.0,0.3559
34.2,0.3553
34.3,0.3548
34.5,0.3540
34.6,0.3536
34.8,0.3528
34.9,0.3523
35.0,0.3517
35.2,0.3511
35.3,0.3506
35.4,0.3500
35.6,0.3494
35.7,0.3489
35.9,0.3483
36.0,0.3478
36.1,0.3474
36.3,0.3468
36.4,0.3463
36.5,0.3457
36.7,0.3452
36.8,0.3447
37.0,0.3443
37.1,0.3438
37.2,0.3433
37.4,0.3430
37.5,0.3427
37.6,0.3423
37.8,0.3418
37.9,0.3415
38.1,0.3410
38.2,0.3407
38.3,0.3402
38.5,0.3399
38.6,0.3396
38.8,0.3392
38.9,0.3390
39.0,0.3385
39.2,0.3382
39.3,0.3379
39.4,0.3376
39.6,0.3373
39.7,0.3370
39.9,0.3367
40.0,0.3364
40.1,0.3361
40.3,0.3358
40.4,0.3354
40.6,0.3351
40.7,0.3348
40.9,0.3344
41.0,0.3340
41.1,0.3337
41.3,0.3334
41.4,0.3331
41.5,0.3328
41.7,0.3323
41.8,0.3320
42.0,0.3316
42.1,0.3314
42.2,0.3309
42.4,0.3306
42.5,0.3302
42.6,0.3299
42.8,0.3294
42.9,0.3291
43.1,0.3286
43.2,0.3283
43.4,0.3278
43.5,0.3275
43.6,0.3272
43.8,0.3268
43.9,0.3265
44.0,0.3260
44.2,0.3255
44.3,0.3251
44.5,0.3247
44.6,0.3243
44.7,0.3240
44.9,0.3235
45.0,0.3230
45.2,0.3226
45.3,0.3223
45.4,0.3218
45.6,0.3213
45.7,0.3209
45.8,0.3206
46.0,0.3201
46.1,0.3198
46.3,0.3192
46.4,0.3189
46.5,0.3184
46.7,0.3179
46.8,0.3175
47.0,0.3170
47.1,0.3165
47.2,0.3161
47.4,0.3156
47.5,0.3151
47.7,0.3145
47.8,0.3141
47.9,0.3134
48.1,0.3131
48.2,0.3127
48.4,0.3120
48.5,0.3116
48.6,0.3111
48.8,0.3106
48.9,0.3099
49.1,0.3096
49.2,0.3089
49.3,0.3085
49.4,0.3080
49.6,0.3074
49.7,0.3069
49.9,0.3063
50.0,0.3057
50.1,0.3052
50.3,0.3046
50.4,0.3040
50.6,0.3034
50.7,0.3026
50.8,0.3021
51.0,0.3015
51.1,0.3009
51.2,0.3003
51.4,0.2995
51.6,0.2989
51.7,0.2982
51.8,0.2976
51.9,0.2970
52.1,0.2964
52.3,0.2956
52.4,0.2951
52.5,0.2944
52.6,0.2937
52.8,0.2931
52.9,0.2925
53.1,0.2919
53.2,0.2911
53.3,0.2905
53.5,0.2899
53.6,0.2891
53.8,0.2885
53.9,0.2877
54.1,0.2871
54.2,0.2866
54.3,0.2858
54.4,0.2852
54.6,0.2846
54.9,0.2832
55.0,0.2826
55.2,0.2820
55.3,0.2813
55.4,0.2807
55.6,0.2799
55.7,0.2793
55.8,0.2787
56.0,0.2781
56.1,0.2775
56.4,0.2761
56.5,0.2756
56.7,0.2750
56.8,0.2744
57.0,0.2737
57.1,0.2733
57.2,0.2727
57.4,0.2720
57.5,0.2716
57.7,0.2708
57.8,0.2702
57.9,0.2696
58.1,0.2691
58.2,0.2685
58.4,0.2679
58.5,0.2672
58.6,0.2668
58.8,0.2662
58.9,0.2657
59.0,0.2651
59.2,0.2644
59.3,0.2638
59.5,0.2634
59.6,0.2627
59.7,0.2623
59.9,0.2618
60.0,0.2612
60.2,0.2607
60.3,0.2603
60.4,0.2596
60.6,0.2592
60.7,0.2587
60.8,0.2581
61.0,0.2576
61.1,0.2572
61.3,0.2565
61.4,0.2561
61.5,0.2558
61.7,0.2551
61.8,0.2548
62.0,0.2542
62.1,0.2539
62.2,0.2533
62.4,0.2530
62.5,0.2525
62.6,0.2520
62.8,0.2516
62.9,0.2513
63.1,0.2508
63.2,0.2503
63.4,0.2500
63.5,0.2497
63.6,0.2493
63.8,0.2488
63.9,0.2485
64.0,0.2480
64.2,0.2476
64.3,0.2472
64.4,0.2469
64.6,0.2466
64.7,0.2462
64.9,0.2458
65.0,0.2454
65.2,0.2451
65.3,0.2448
65.4,0.2445
65.6,0.2441
65.7,0.2437
65.9,0.2434
66.0,0.2431
66.1,0.2427
66.3,0.2423
66.4,0.2421
66.5,0.2417
66.7,0.2415
66.8,0.2412
66.9,0.2409
67.1,0.2404
67.2,0.2403
67.4,0.2400
67.5,0.2396
67.6,0.2395
67.8,0.2390
67.9,0.2387
68.1,0.2386
68.2,0.2383
68.3,0.2379
68.5,0.2376
68.6,0.2373
68.8,0.2370
68.9,0.2369
69.0,0.2365
69.2,0.2362
69.3,0.2361
69.5,0.2358
69.6,0.2356
69.7,0.2353
69.9,0.2350
70.0,0.2348
70.1,0.2345
70.3,0.2344
70.4,0.2341
70.6,0.2339
70.7,0.2336
70.8,0.2333
71.0,0.2331
71.1,0.2330
71.3,0.2327
71.4,0.2325
71.5,0.2322
71.7,0.2320
71.8,0.2317
72.0,0.2316
72.1,0.2313
72.2,0.2311
72.4,0.2308
72.5,0.2305
72.6,0.2303
72.8,0.2300
72.9,0.2299
73.1,0.2296
73.2,0.2294
73.4,0.2291
73.5,0.2289
73.6,0.2286
73.8,0.2285
73.9,0.2282
74.0,0.2280
74.2,0.2277
74.3,0.2276
74.5,0.2272
74.6,0.2271
74.7,0.2269
74.9,0.2266
75.0,0.2265
75.2,0.2262
75.3,0.2258
75.4,0.2257
75.6,0.2254
75.7,0.2252
75.8,0.2249
76.0,0.2248
76.1,0.2245
76.3,0.2241
76.4,0.2240
76.5,0.2237
76.7,0.2235
76.8,0.2232
77.0,0.2229
77.1,0.2227
77.2,0.2224
77.4,0.2221
77.5,0.2220
77.6,0.2217
77.8,0.2214
77.9,0.2212
78.1,0.2209
78.2,0.2207
78.3,0.2204
78.5,0.2201
78.6,0.2200
78.8,0.2196
78.9,0.2193
79.0,0.2192
79.2,0.2189
79.3,0.2186
79.5,0.2184
79.6,0.2181
79.7,0.2178
79.9,0.2175
80.0,0.2173
80.1,0.2170
80.3,0.2167
80.4,0.2165
80.6,0.2162
80.7,0.2161
80.9,0.2156
81.0,0.2155
81.1,0.2152
81.3,0.2148
81.4,0.2145
81.5,0.2144
81.7,0.2141
81.8,0.2138
82.0,0.2134
82.1,0.2131
82.2,0.2130
82.4,0.2127
82.5,0.2124
82.6,0.2121
82.8,0.2119
82.9,0.2116
83.1,0.2111
83.2,0.2110
83.3,0.2107
83.5,0.2103
83.6,0.2100
83.7,0.2099
83.9,0.2096
84.0,0.2093
84.2,0.2090
84.3,0.2086
84.5,0.2083
84.6,0.2080
84.7,0.2077
84.9,0.2074
85.0,0.2071
85.1,0.2068
85.3,0.2065
85.4,0.2062
85.6,0.2059
85.7,0.2055
85.8,0.2052
86.0,0.2049
86.1,0.2046
86.2,0.2043
86.4,0.2038
86.5,0.2037
86.7,0.2034
86.8,0.2031
86.9,0.2028
87.1,0.2023
87.2,0.2020
87.4,0.2017
87.5,0.2012
87.7,0.2009
87.8,0.2006
87.9,0.2001
88.1,0.1997
88.2,0.1993
88.3,0.1989
88.5,0.1984
88.6,0.1981
88.8,0.1976
88.9,0.1973
89.0,0.1969
89.2,0.1962
89.3,0.1959
89.4,0.1955
89.6,0.1950
89.7,0.1945
89.9,0.1941
90.0,0.1936
90.1,0.1931
90.3,0.1927
90.4,0.1922
90.6,0.1917
90.7,0.1913
90.8,0.1907
91.0,0.1902
91.1,0.1897
91.3,0.1893
91.4,0.1888
91.5,0.1882
91.7,0.1877
91.8,0.1873
92.0,0.1868
92.1,0.1862
92.3,0.1857
92.4,0.1852
92.5,0.1848
92.6,0.1842
92.8,0.1837
92.9,0.1831
93.1,0.1826
93.2,0.1821
93.3,0.1815
93.5,0.1811
93.6,0.1806
93.8,0.1801
93.9,0.1797
94.0,0.1792
94.2,0.1786
94.3,0.1781
94.5,0.1776
94.6,0.1770
94.7,0.1766
94.9,0.1759
95.0,0.1755
95.1,0.1749
95.3,0.1744
95.4,0.1739
95.6,0.1733
95.7,0.1728
95.8,0.1722
96.0,0.1716
96.1,0.1711
96.3,0.1705
96.4,0.1700
96.5,0.1696
96.7,0.1690
96.8,0.1683
97.0,0.1677
97.1,0.1673
97.2,0.1668
97.4,0.1662
97.5,0.1657
97.7,0.1649
97.8,0.1645
97.9,0.1638
98.1,0.1634
98.2,0.1628
98.3,0.1621
98.5,0.1615
98.6,0.1611
98.8,0.1604
98.9,0.1598
99.0,0.1592
99.2,0.1586
99.3,0.1580
99.4,0.1575
99.6,0.1569
99.7,0.1564
99.9,0.1556
100.0,0.1550
100.1,0.1544
100.3,0.1538
100.4,0.1530
100.6,0.1524
100.7,0.1518
100.8,0.1511
101.0,0.1504
101.1,0.1496
101.3,0.1491
101.4,0.1483
101.5,0.1477
101.7,0.1469
101.8,0.1462
101.9,0.1456
102.1,0.1448
102.2,0.1438
102.4,0.1432
102.5,0.1425
102.6,0.1417
102.8,0.1409
102.9,0.1401
103.1,0.1394
103.2,0.1386
103.3,0.1378
103.5,0.1369
103.6,0.1361
103.8,0.1353
103.9,0.1344
104.0,0.1338
104.2,0.1328
104.3,0.1319
104.4,0.1311
104.6,0.1301
104.7,0.1291
104.9,0.1283
105.0,0.1274
105.1,0.1263
105.3,0.1254
105.4,0.1243
105.6,0.1231
105.7,0.1221
105.8,0.1212
106.0,0.1200
106.1,0.1189
106.3,0.1178
106.4,0.1167
106.5,0.1155
106.7,0.1142
106.8,0.1130
107.0,0.1116
107.1,0.1107
107.2,0.1093
107.4,0.1079
107.5,0.1068
107.7,0.1054
107.8,0.1042
107.9,0.1028
108.1,0.1014
108.2,0.1000
108.3,0.0984
108.5,0.0972
108.6,0.0955
108.8,0.0939
108.9,0.0927
109.0,0.0911
109.2,0.0893
109.3,0.0882
109.4,0.0867
109.6,0.0849
109.7,0.0834
109.9,0.0818
110.0,0.0801
110.2,0.0786
110.3,0.0772
110.4,0.0753
110.6,0.0736
110.7,0.0721
110.8,0.0704
111.0,0.0687
111.1,0.0670
111.3,0.0653
111.4,0.0636
111.5,0.0618
111.7,0.0603
111.8,0.0586
112.0,0.0567
112.1,0.0553
112.2,0.0535
112.4,0.0518
112.5,0.0502
112.5,0.0499
